"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3020000","CDFI2260031975000001","1975-07-29","","01","영업/정상","13","영업중","","","","","02-3786-6000","","140-863","서울특별시 용산구 이태원동 119-24 119-24,25,108-9,123-10~15,116-1,116-5,112-7,112-15","서울특별시 용산구 이태원로 179 (이태원동)","04350","해밀톤관광호텔","2024-06-26 18:26:35","U","2024-06-30 02:40:00.0","","199362.51518342","448070.485388482","관광숙박업","관광사업","일반상업지역","13","유흥업소밀집지역","","","호텔","9","4","166","16789","HAMILTON TOURIST HOTEL","TOURIST HOTEL","0","0","","0","0","","0","26806.67","","0","","","","","","","0","","","","26807","관광호텔업"
"3020000","CDFI2260031978000001","1978-05-15","","01","영업/정상","13","영업중","","","","","02-797-1234","","140-893","서울특별시 용산구 한남동 747-7","서울특별시 용산구 소월로 322 (한남동)","","서울미라마(유)그랜드하얏트서울","2024-08-07 15:01:17","U","2024-08-10 02:40:00.0","","199737.097413554","448587.753314794","관광숙박업","관광사업","일반주거지역","19","","","","호텔","17","2","620","0","Seoul Miramar Corporation d/b/a Grand Hyatt Seoul","TOURIST HOTEL","0","0","","0","0","","0","62156.19","","0","","","","","","","0","","","","62156","관광호텔업"
"3020000","CDFI2260031980000001","1980-05-20","","03","폐업","03","폐업","2022-06-24","","","","02-797-4111","","140-863","서울특별시 용산구 이태원동 34-69 36-69, 34-159, 44-64","서울특별시 용산구 녹사평대로 140 (이태원동)","04390","크라운관광호텔","2022-06-24 16:07:09","U","2022-06-26 02:40:00.0","","199118.176847228","447688.4883026","관광숙박업","관광사업","일반주거지역","8","","","","호텔","7","1","203","13634","CROWN TOURIST HOTEL","Tourist Hotel","0","0","","0","0","","0","2452.17","","0","","","","","","","0","","","","2452","관광호텔업"
"3020000","CDFI2260031988000001","1988-09-28","","01","영업/정상","13","영업중","","","","","02-3702-8000","","140-893","서울특별시 용산구 한남동 737-32","서울특별시 용산구 이태원로 221 (한남동)","","임피리얼팰리스 부티크호텔(Imperial Palace Boutique Hotel)","2025-11-04 10:19:12","U","2025-11-06 02:40:00.0","","199788.755748324","448121.175798434","관광숙박업","관광사업","준주거지역","15","기타","","","호텔","11","4","128","10654","","","0","0","","0","0","","0","715.24","","0","","","","","","","0","","","","715","관광호텔업"
"3020000","CDFI2260031990000001","1990-01-16","","04","취소/말소/만료/정지/중지","35","직권말소","2023-10-24","","","","02-798-5101","","140-150","서울특별시 용산구 갈월동 98-11","서울특별시 용산구 한강대로 253 (갈월동)","","가야라트리호텔","2023-10-25 13:53:08","U","2023-10-27 02:40:00.0","","197492.793337805","448731.316989981","관광숙박업","관광사업","일반상업지역","7","","","","호텔","6","1","51","0","","","0","0","","0","0","","0","2716.52","","0","","","","","","","0","","","","2717","관광호텔업"
"3020000","CDFI2260031998000001","1998-08-22","","01","영업/정상","13","영업중","","","","","02-2076-2000","","140-860","서울특별시 용산구 이태원동 22-76","서울특별시 용산구 장문로 23 (이태원동)","","몬드리안 서울 이태원","2025-05-22 14:53:24","U","2025-05-24 02:40:00.0","","199337.628628981","447413.487156381","관광숙박업","관광사업","일반주거지역","22","","","","호텔","16","6","297","0","MONDRIAN SEOUL ITAEWON","TOURIST HOTEL","0","0","","0","0","","0","38559.95","","0","","","","","","","0","","","","38560","관광호텔업"
"3020000","CDFI2260032013000001","2013-10-01","","03","폐업","03","폐업","2022-02-23","","","","02-796-6100","","140-858","서울특별시 용산구 이태원동 126-7","서울특별시 용산구 우사단로14길 11 (이태원동)","04405","I.T.W호텔","2022-02-23 13:58:41","U","2022-02-25 02:40:00.0","","199602.998335774","448000.622353627","관광숙박업","","일반상업지역","9","기타","","","숙박시설","7","2","71","2730","","","0","0","","0","0","","0","2796.53","","0","","","","","","","0","","","","2797","관광호텔업"
"3020000","CDFI2260032014000001","2014-09-22","","03","폐업","03","폐업","2021-10-13","","","","02-792-8700","","140-807","서울특별시 용산구 갈월동 98-14","서울특별시 용산구 한강대로71길 24 (갈월동)","04322","호텔 엘르인","2021-10-13 15:06:34","U","2021-10-15 02:40:00.0","","197473.035834572","448684.316361498","관광숙박업","","일반상업지역","15","기타","","","숙박시설","13","2","54","3348","","","0","0","","0","0","","0","290.65","","0","","","","","","","0","","","","291","관광호텔업"
"3020000","CDFI2260032015000001","2015-04-24","","01","영업/정상","13","영업중","","","","","02-6070-7000","","140-821","서울특별시 용산구 동자동 56","서울특별시 용산구 한강대로 366 (동자동)","04323","(주)조선호텔앤리조트 포포인츠 조선 서울역","2025-12-26 15:49:30","U","2025-12-28 02:40:00.0","","197525.407310462","449844.319841559","관광숙박업","","일반상업지역","36","","","","숙박시설","30","6","342","0","","","0","0","","0","0","","0","19940.11","","0","","","","","","","77499998000","","","","19940","관광호텔업"
"3020000","CDFI2260032016000001","2016-12-06","","01","영업/정상","13","영업중","","","","","795-5997","","","서울특별시 용산구 이태원동 64-32","서울특별시 용산구 이태원로20길 2-8 (이태원동, 에이원호텔)","04391","에이원호텔","2026-03-18 13:07:13","U","2026-03-20 02:40:00.0","","199190.671806282","447977.234335253","관광숙박업","","준주거지역","7","기타","","","숙박시설","6","1","21","739","","","0","0","","0","0","","0","738.84","","0","","","","","","","0","","","","739","소형호텔업"
"3020000","CDFI2260032016000002","2016-12-27","","01","영업/정상","13","영업중","","","","","070-8837-3650","","","서울특별시 용산구 동자동 43-59","서울특별시 용산구 한강대로 385, 3~4층 (동자동)","04320","케이 그랜드 호텔 서울(K-Grand Hotel Seoul)","2024-01-18 14:09:27","U","2024-01-20 02:40:00.0","","197478.685653861","450063.434682284","관광숙박업","","일반상업지역","6","","","","숙박시설","5","1","30","0","","","0","0","","0","0","","0","583.54","","0","","","","","","","0","","","","584","관광호텔업"
"3020000","CDFI2260032017000001","2017-01-25","","01","영업/정상","13","영업중","","","","","02-703-6200","","","서울특별시 용산구 갈월동 69-27","서울특별시 용산구 한강대로 305 (갈월동)","04320","호텔 더 디자이너스","2024-10-16 09:16:43","U","2024-10-19 02:40:00.0","","197419.271266145","449254.786813543","관광숙박업","","일반상업지역","23","","","","숙박시설","20","3","100","0","","","0","0","","0","0","","0","5006.45","","0","","","","","","","4000000000","","","","5006","관광호텔업"
"3020000","CDFI2260032017000002","2017-09-29","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969","서울특별시 용산구 청파로20길 95 (한강로3가, 서울드래곤시티)","04372","(주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산","2025-05-22 14:54:28","U","2025-05-24 02:40:00.0","","196610.663839509","447742.348636253","관광숙박업","","일반상업지역","36","","","","숙박시설","32","4","196","185482","","","0","0","","0","0","","0","8811.4","","0","","","","","","","0","","","","8811","가족호텔업"
"3020000","CDFI2260032017000003","2017-09-29","","01","영업/정상","13","영업중","","","","","02-2223-7522","","","서울특별시 용산구 한강로3가 40-969 서울드래곤시티","서울특별시 용산구 청파로20길 95, 서울드래곤시티 (한강로3가)","04372","(주)서부티엔디 이비스 스타일 앰배서더 서울 용산","2026-01-22 16:34:57","U","2026-01-24 02:40:00.0","","196610.663839509","447742.348636253","관광숙박업","","일반상업지역","38","","","","숙박시설","34","4","591","63583","","","0","0","","0","0","","0","63582.9","","0","","","","","","","0","","","","63583","관광호텔업"
"3020000","CDFI2260032017000004","2017-09-29","","01","영업/정상","13","영업중","","","","","02-2223-7522","","","서울특별시 용산구 한강로3가 40-969 서울드래곤시티","서울특별시 용산구 청파로20길 95, 서울드래곤시티 (한강로3가)","04372","(주)서부티엔디 노보텔 앰배서더 서울 용산","2025-07-03 17:10:14","U","2025-07-05 02:40:00.0","","196610.663839509","447742.348636253","관광숙박업","","일반상업지역","44","","","","","40","4","621","45342","","","0","0","","0","0","","0","185482.48","","0","","","","","","","0","","","","185482","관광호텔업"
"3020000","CDFI2260032017000005","2017-09-29","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969","서울특별시 용산구 청파로20길 95 (한강로3가, 서울드래곤시티)","04372","(주)서부티엔디 노보텔 스위트 앰배서더 서울 용산","2025-05-22 14:55:21","U","2025-05-24 02:40:00.0","","196610.663839509","447742.348636253","관광숙박업","","일반상업지역","44","","","","숙박시설","40","4","286","25654","","","0","0","","0","0","","0","185482.48","","0","","","","","","","0","","","","185482","가족호텔업"
"3020000","CDFI2260032022000001","2022-07-14","","01","영업/정상","13","영업중","","","","","027979935","","","서울특별시 용산구 이태원동 99-16 소망빌딩","서울특별시 용산구 보광로 103-2 (이태원동)","04391","H호스텔","2024-09-03 16:38:28","U","2024-09-05 02:40:00.0","","199451.81421534","447757.249356311","관광숙박업","","일반주거지역","5","","","","숙박시설","4","1","28","0","","","0","0","","0","0","","0","685.64","","0","","","","","","","0","","","","686","호스텔업"
"3020000","CDFI2260032023000001","2023-03-27","","01","영업/정상","13","영업중","","","","","748-4417,6923-8000","","","서울특별시 용산구 한강로3가 40-708","서울특별시 용산구 한강대로23길 25 (한강로3가)","04378","나인트리 프리미어 로카우스호텔 서울 용산(Nine Tree Premier ROKAUS Hotel Seoul Yongsan)","2025-12-17 16:29:42","U","2025-12-19 02:40:00.0","","196785.404801941","447267.982864433","관광숙박업","","일반상업지역","0","","","","","30","7","274","0","","","0","0","","0","0","","0","40539","","0","","","","","","","0","","","","40539","관광호텔업"
"3020000","CDFI2260032023000002","2023-09-26","","01","영업/정상","13","영업중","","","","","02-795-8128","","","서울특별시 용산구 이태원동 126-7","서울특별시 용산구 우사단로14길 11 (이태원동)","04405","누베르 서울호텔","2025-05-22 14:50:21","U","2025-05-24 02:40:00.0","","199602.998335774","448000.622353627","관광숙박업","","상업지역","0","학교정화(상대)","","","","7","2","71","2797","","","0","0","","0","0","","0","2796.53","","0","","","","","","","26500000","","","","2797","관광호텔업"
"3020000","CDFI2260032024000001","2024-06-27","","01","영업/정상","13","영업중","","","","","02-2124-1192","","","서울특별시 용산구 이촌동 376 스카이 스위트","서울특별시 용산구 양녕로 495, 스카이 스위트 (이촌동)","04381","스카이 스위트","2024-06-27 18:39:27","I","2024-06-30 00:14:00.0","","196410.233494294","446549.862090232","관광숙박업","","자연녹지지역","3","기타","","","숙박시설","3","0","1","178","","","0","0","","0","0","","0","144.13","","0","","","","","","","90000000","","","","144","호스텔업"
"3020000","CDFI2260032024000002","2024-10-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 130-9","서울특별시 용산구 이태원로26길 17-1 (이태원동)","04391","호스텔 펠라즈(Hostel Fellaz)","2024-10-30 16:43:30","I","2024-11-01 00:12:59.0","","199369.871968405","447943.699776291","관광숙박업","","","4","","","","","3","1","0","0","","","0","0","","0","0","","0","282.47","","0","","","","","","","0","","","","282","호스텔업"
"3020000","CDFI2260032025000001","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 64-24","서울특별시 용산구 보광로59길 50, 2층 (이태원동)","04391","와이낫슬립(Why Not Sleep)","2025-12-18 16:48:19","I","2025-12-20 00:20:02.0","","199157.2217515","447963.871890394","관광숙박업","","준주거지역","0","","","","","2","0","0","0","","","0","0","","0","0","","0","27.19","","0","","","","","","","0","","","","27","호스텔업"
"3020000","CDFI2260032025000002","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 66-2","서울특별시 용산구 보광로59길 36, 5-6층 (이태원동)","04391","스테이 파키라(Stay Pachira)","2026-03-30 17:56:58","U","2026-04-01 02:40:00.0","","199223.815483747","447968.035884444","관광숙박업","","준주거지역","0","","","","","6","0","0","0","","","0","0","","0","0","","0","51.15","","0","","","","","","","0","","","","51","호스텔업"
"3020000","CDFI2260032025000003","2025-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 223-56","서울특별시 용산구 만리재로 190-1 (서계동)","04300","mingle stay","2025-12-26 15:47:07","I","2025-12-28 00:20:22.0","","197047.024933919","450244.123927585","관광숙박업","","일반상업지역","5","","","","","1","4","0","0","","","0","0","","0","0","","0","564.87","","0","","","","","","","0","","","","565","호스텔업"
"3020000","CDFI2260032026000001","2026-02-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 232-34","서울특별시 용산구 만리재로 180-1, 2층 (서계동)","04300","스테이터울","2026-02-26 13:27:01","I","2026-02-28 00:20:02.0","","196954.142298721","450212.036562714","관광숙박업","","","1","","","","","2","0","0","0","","","0","0","","0","0","","0","65.55","","0","","","","","","","0","","","","66","호스텔업"