사용승인일자,화재조기진압용스프링클러보유여부,건물일련번호,스프링클러가용여부,기본주소,시도명,시군구명,법정동명,스프링클러보유여부,화재조기진압용스프링클러가용여부,간이스프링클러보유여부,대상물명,간이스프링클러가용여부,X좌표,Y좌표
20090723.0,N,11000000138620,Y,서울특별시 중구 광희동2가,서울특별시,중구,광희동2가,Y,N,N,토요코인 서울동대문 1호점,N,200673.2,451294.37
20090901.0,N,11000000138696,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,준솔빌딩(홈스테이드),N,199442.64,442357.92
20090911.0,N,11000000138811,Y,서울특별시 마포구 신수동,서울특별시,마포구,신수동,Y,N,N,예수회 사도직센터,N,194206.31,449419.66
20091026.0,N,11000000139051,Y,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,Y,N,N,라뉘호텔,N,194443.93,450233.27
20091030.0,N,11000000139335,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,강남하우스,N,199442.64,442357.92
20091224.0,N,11000000139801,N,서울특별시 중구 황학동,서울특별시,중구,황학동,N,N,N,유니콘빌딩(구. 선광빌딩),N,201822.41,451690.76
20091231.0,N,11000000139851,N,서울특별시 종로구 권농동,서울특별시,종로구,권농동,N,N,N,권농동134-1건물,N,199202.8,452448.01
20100427.0,N,11000000140851,Y,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,Y,N,N,동양빌딩(이상길건물),N,199012.38,451085.6
20100609.0,N,11000000141376,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,"사월호텔(구,그린파크)",N,202854.29,443685.08
20100908.0,N,11000000142360,N,서울특별시 중구 북창동,서울특별시,중구,북창동,N,N,Y,스타힐스호텔(구.아이린호텔),Y,197990.37,451104.82
20100930.0,N,11000000142550,Y,서울특별시 중구 신당동,서울특별시,중구,신당동,Y,N,N,맥스타일관리(주)(구.동대문중부상권시장),N,201206.4,451081.96
20110118.0,N,11000000143329,N,서울특별시 용산구 이태원동,서울특별시,용산구,이태원동,N,N,N,이태원동66-2건물,N,199181.54,448667.98
20101209.0,N,11000000143342,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,Y,N,Y,삼호빌딩(구.J&S빌딩),Y,199012.38,451085.6
20110113.0,N,11000000143796,N,서울특별시 중구 필동3가,서울특별시,중구,필동3가,N,N,N,WH고시원,N,199665.58,450691.59
20110329.0,N,11000000144606,Y,서울특별시 중구 충무로5가,서울특별시,중구,충무로5가,Y,N,N,(주)네오코너스톤(광암라이피아 명동멀린호텔),N,199915.19,451205.59
20110530.0,N,11000000145097,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,아마레(구.낙원동호텔),N,198924.0,452252.01
20110525.0,N,11000000145475,N,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,N,N,N,Y호텔,N,194443.93,450233.27
20110615.0,N,11000000145639,Y,서울특별시 중구 남산동2가,서울특별시,중구,남산동2가,Y,N,N,오요6(OYO6)(엠플스페이스),N,198728.37,450682.8
20110728.0,N,11000000145674,Y,서울특별시 마포구 도화동,서울특별시,마포구,도화동,Y,N,N,자람빌딩(경찰공제회),N,195500.31,448811.64
20110713.0,N,11000000146091,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,서울인바이더디자이너스(구.블루밍하우스),N,202854.29,443685.08
20031224.0,N,11000000146356,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,NOX호텔(녹스호텔),N,202854.29,443685.08
20110902.0,N,11000000146374,Y,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,Y,N,Y,백산빌딩,Y,194443.93,450233.27
20110919.0,N,11000000146791,Y,서울특별시 마포구 상암동,서울특별시,마포구,상암동,Y,N,N,스탠포드호텔코리아,N,190627.94,452896.95
20111207.0,N,11000000148180,N,서울특별시 중구 오장동,서울특별시,중구,오장동,N,N,N,경일빌딩(구.삼덕빌딩),N,199991.59,451403.19
20120213.0,N,11000000149350,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔팝2,N,198924.0,452252.01
20120228.0,N,11000000149435,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,AC호텔바이메리어트서울강남(머큐어쏘도베),N,202854.29,443685.08
20120320.0,N,11000000149544,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔팝3,N,198924.0,452252.01
19680917.0,N,11000000150604,N,서울특별시 종로구 익선동,서울특별시,종로구,익선동,N,N,N,가든호텔,Y,199020.0,452449.21
20120704.0,N,11000000150834,Y,서울특별시 중구 명동2가,서울특별시,중구,명동2가,Y,N,N,동상빌딩(싸비싸지),N,198625.18,451178.81
20120728.0,N,11000000151114,N,서울특별시 중구 남산동2가,서울특별시,중구,남산동2가,Y,N,N,호텔 룩홈,N,198728.37,450682.8
20120813.0,N,11000000151254,N,서울특별시 중구 을지로6가,서울특별시,중구,을지로6가,N,N,N,저스트스테이,N,200516.4,451720.78
20120912.0,N,11000000151317,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔스타,N,198924.0,452252.01
20120907.0,N,11000000151327,N,서울특별시 종로구 익선동,서울특별시,종로구,익선동,N,N,N,종로원,Y,199020.0,452449.21
20120917.0,N,11000000151450,N,서울특별시 종로구 익선동,서울특별시,종로구,익선동,N,N,Y,아이콘호텔,Y,199020.0,452449.21
20121206.0,N,11000000152317,Y,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,Y,N,N,파로스관광호텔,N,207735.56,445529.41
20121115.0,N,11000000152321,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,Y,N,N,진고개빌딩,N,199012.38,451085.6
20130104.0,N,11000000152841,Y,서울특별시 중구 예장동,서울특별시,중구,예장동,N,N,N,영인호텔(구.호텔 파크뷰),N,199054.37,450326.79
20130130.0,N,11000000152892,N,서울특별시 종로구 익선동,서울특별시,종로구,익선동,N,N,N,호텔다다(구.엘로우브릭호스텔),N,199020.0,452449.21
20130222.0,N,11000000153026,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,호텔그라모스,N,202854.29,443685.08
20130122.0,N,11000000153079,Y,서울특별시 마포구 서교동,서울특별시,마포구,서교동,Y,N,N,호텔 더 디자이너스 홍대,N,192385.51,450317.3
20130319.0,N,11000000153369,N,서울특별시 중구 북창동,서울특별시,중구,북창동,N,N,N,로컬스티치 시청 A동(구.신신호텔1 별관),N,197990.37,451104.82
20130405.0,N,11000000153376,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔컬리넌건물,N,198924.0,452252.01
20130430.0,N,11000000153472,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,디엔에스리치빌(강덕환 외3인 건물),N,202854.29,443685.08
20130416.0,N,11000000153534,Y,서울특별시 중구 북창동,서울특별시,중구,북창동,Y,N,Y,트레블로지 명동시티홀호텔(구.아로파호텔),Y,197990.37,451104.82
20130506.0,N,11000000153593,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,엘리시아건물,N,202854.29,443685.08
20130506.0,N,11000000153597,N,서울특별시 종로구 와룡동,서울특별시,종로구,와룡동,N,N,N,호스텔코리아(와룡동140외2숙박시설),N,199154.42,453338.02
20130911.0,N,11000000153781,Y,서울특별시 종로구 익선동,서울특별시,종로구,익선동,Y,N,N,이비스엠버서더 인사동앰배스텔이비스 엠배서더,N,199020.0,452449.21
20130626.0,N,11000000153995,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,호텔컬리넌역삼,N,202854.29,443685.08
19901231.0,N,11000000154037,Y,서울특별시 서초구 양재동,서울특별시,서초구,양재동,Y,N,N,더케이호텔(한국교직원공제회),N,203244.25,441092.25
20130816.0,N,11000000154446,Y,서울특별시 송파구 석촌동,서울특별시,송파구,석촌동,Y,N,N,로사나관광호텔,N,209096.76,444599.38
20130801.0,N,11000000154469,N,서울특별시 용산구 이태원동,서울특별시,용산구,이태원동,N,N,N,누베르 서울호텔,N,199181.54,448667.98
20130814.0,N,11000000154629,N,서울특별시 종로구 효제동,서울특별시,종로구,효제동,N,N,N,에어호스텔,N,200200.41,452255.99
20130917.0,N,11000000154674,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,아이엠티호텔,N,199087.59,451864.0
19850320.0,N,11000000154888,Y,서울특별시 중구 장충동1가,서울특별시,중구,장충동1가,Y,N,N,봉우빌딩(써미트호텔),N,200577.59,450930.77
20131107.0,N,11000000155187,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,호텔더디자이너스,N,199087.59,451864.0
20131107.0,N,11000000155188,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,호텔더디자이너스 종로B,N,199087.59,451864.0
20131118.0,N,11000000155280,N,서울특별시 마포구 서교동,서울특별시,마포구,서교동,N,N,N,아늑호텔(구.디오레호텔),N,192385.51,450317.3
20131031.0,N,11000000155289,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,Y,루미하우스,Y,202854.29,443685.08
20151202.0,N,11000000155508,Y,서울특별시 종로구 종로6가,서울특별시,종로구,종로6가,Y,N,N,JW메리어트 동대문스퀘어 서울,N,200600.41,452177.98
20140110.0,N,11000000155752,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,호텔리안,N,199087.59,451864.0
20140120.0,N,11000000155772,Y,서울특별시 마포구 신정동,서울특별시,마포구,신정동,Y,N,N,굿피플빌딩[구.순복음학사관],N,193773.5,448991.67
20140109.0,N,11000000155818,Y,서울특별시 중구 오장동,서울특별시,중구,오장동,Y,N,N,코발트팰리스,N,199991.59,451403.19
20140303.0,N,11000000159811,Y,서울특별시 서초구 서초동,서울특별시,서초구,서초동,Y,N,N,소설호텔,N,201657.87,443098.69
19760331.0,N,11000000160396,N,서울특별시 송파구 마천동,서울특별시,송파구,마천동,N,N,N,마천동308-40건물,N,213186.38,443768.11
20161118.0,N,11000000201023,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,도미인서울강남호텔,N,202854.29,443685.08
19700101.0,N,11000000201428,N,서울특별시 종로구 연지동,서울특별시,종로구,연지동,N,N,N,에스디전기,N,199942.01,452384.0
20140710.0,N,11000000202039,N,서울특별시 종로구 원남동,서울특별시,종로구,원남동,Y,N,N,메이플레이스호텔,N,199709.21,452580.8
19961206.0,N,11000000202153,N,서울특별시 중구 남산동2가,서울특별시,중구,남산동2가,N,N,N,123호스텔(제령빌딩),Y,198728.37,450682.8
20140703.0,N,11000000202183,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,제리스플래닛호텔,N,202854.29,443685.08
20140730.0,N,11000000202780,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,신라스테이 역삼,N,202854.29,443685.08
20140916.0,N,11000000202911,Y,서울특별시 서초구 서초동,서울특별시,서초구,서초동,Y,N,N,강남역푸르지오시티(어반플레이스강남),N,201657.87,443098.69
20140617.0,N,11000000202951,N,서울특별시 중구 남대문로5가,서울특별시,중구,남대문로5가,N,N,N,K-POP 호텔,N,197659.16,450589.62
20160128.0,N,11000000205964,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,Y,N,N,아이비씨 호텔 앤 오피스텔,N,201661.62,452470.77
20150625.0,N,11000000207807,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,Y,JONGNO Residence,N,198924.0,452252.01
20151231.0,N,11000000208871,Y,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,Y,N,N,헤르츠,N,198924.0,452252.01
20140611.0,N,11000000209539,Y,서울특별시 중구 오장동,서울특별시,중구,오장동,Y,N,N,스카이파크호텔(동대문1호점),N,199991.59,451403.19
20140903.0,N,11000000211130,N,서울특별시 서초구 서초동,서울특별시,서초구,서초동,Y,N,N,오클라우드호텔,N,201657.87,443098.69
20140905.0,N,11000000211309,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,에이치에비뉴호텔 역삼,N,202854.29,443685.08
20180921.0,N,11000000212542,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,N,호텔크레센도 서울,N,205485.15,445790.25
20140822.0,N,11000000212673,Y,서울특별시 강남구 청담동,서울특별시,강남구,청담동,Y,N,N,알로프트 호텔,N,204282.36,446977.88
20160126.0,N,11000000212752,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,강남캠퍼스 호텔 A동,N,202854.29,443685.08
20160126.0,N,11000000212753,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,강남캠퍼스 호텔(B동),N,202854.29,443685.08
20140903.0,N,11000000213746,N,서울특별시 중구 오장동,서울특별시,중구,오장동,Y,N,N,베이튼호텔,N,199991.59,451403.19
20150430.0,N,11000000216183,N,서울특별시 종로구 관철동,서울특별시,종로구,관철동,N,N,Y,J&J빌딩,Y,198692.39,451868.81
20141007.0,N,11000000216213,N,서울특별시 마포구 동교동,서울특별시,마포구,동교동,N,N,N,LJ빌딩,Y,193061.52,450551.29
20240402.0,N,11000000218177,N,서울특별시 용산구 이촌동,서울특별시,용산구,이촌동,N,N,N,스카이스위트 한강브릿지 서울,N,197463.48,445774.78
19610407.0,N,11000000219373,N,서울특별시 용산구 청파동3가,서울특별시,용산구,청파동3가,N,N,N,광성여관,N,197011.53,448999.21
19910116.0,N,11000000223907,N,서울특별시 중구 무학동,서울특별시,중구,무학동,N,N,N,류민희건물,N,201279.6,451341.97
20160111.0,N,11000000224627,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,강남스테이관광호텔,N,202854.29,443685.08
20220125.0,N,11000000224712,N,서울특별시 중구 을지로5가,서울특별시,중구,을지로5가,N,N,N,로스터스로스터리,N,200145.2,451591.59
19701120.0,N,11000000224985,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,KW호스텔,N,199012.38,451085.6
19700922.0,N,11000000225041,N,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,N,N,N,태국수건물,N,199162.38,451154.8
19550910.0,N,11000000225071,N,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,N,N,N,충무로3가 59-10,N,199162.38,451154.8
19860313.0,N,11000000225965,N,서울특별시 중구 남산동2가,서울특별시,중구,남산동2가,N,N,N,서울명동하우스 건물(보로호스텔),N,198728.37,450682.8
20140919.0,N,11000000226519,Y,서울특별시 중구 광희동2가,서울특별시,중구,광희동2가,Y,N,N,맹그로브 동대문(구.이비스버젯앰배서더동대문호텔),N,200673.2,451294.37
19760818.0,N,11000000226726,N,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,N,N,N,신촌시스터스(게스트하우스) 건물,N,194443.93,450233.27
19991202.0,N,11000000226728,N,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,N,N,N,삼보빌딩(수도시락건물),N,194443.93,450233.27
20170209.0,N,11000000227541,Y,서울특별시 송파구 신천동,서울특별시,송파구,신천동,Y,N,N,롯데월드타워&롯데월드몰,N,208891.58,446233.8
20141126.0,N,11000000227825,N,서울특별시 종로구 관철동,서울특별시,종로구,관철동,N,N,Y,대한방직협회신관,Y,198692.39,451868.81
20140829.0,N,11000000227987,N,서울특별시 중구 회현동1가,서울특별시,중구,회현동1가,N,N,N,제2강화장학관기숙사(구.남산시티호텔),N,198269.56,450368.81
20141204.0,N,11000000228118,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,나포레호텔,N,199087.59,451864.0
19700101.0,N,11000000232896,N,서울특별시 종로구 돈의동,서울특별시,종로구,돈의동,N,N,N,익선아뜨리에(송원텔게스트하우스),N,199111.2,452186.81
19320823.0,N,11000000232906,N,서울특별시 종로구 창신동,서울특별시,종로구,창신동,N,N,N,창신동462-9건물(여인숙),N,201063.62,452547.98
19850622.0,N,11000000233028,N,서울특별시 종로구 효제동,서울특별시,종로구,효제동,N,N,N,스타호스텔,N,200200.41,452255.99
19700101.0,N,11000000233640,N,서울특별시 종로구 충신동,서울특별시,종로구,충신동,N,N,N,충신장여관(공장 및 창고로 용도변경),N,200456.81,452517.19
19710528.0,N,11000000234598,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,낙원동98-1건물,N,198924.0,452252.01
19900830.0,N,11000000235280,N,서울특별시 마포구 동교동,서울특별시,마포구,동교동,N,N,N,비아르떼 호스텔,N,193061.52,450551.29
20200828.0,N,11000000236714,Y,서울특별시 중구 저동2가,서울특별시,중구,저동2가,Y,N,N,포포인츠 바이쉐라톤 서울명동,N,199027.18,451326.8
19700101.0,N,11000000237784,N,서울특별시 종로구 돈의동,서울특별시,종로구,돈의동,N,N,N,모텔 라휘느,N,199111.2,452186.81
20141118.0,N,11000000238864,N,서울특별시 중구 남창동,서울특별시,중구,남창동,N,N,Y,k-pop호텔 서울타워,Y,197947.56,450602.81
19700128.0,N,11000000239414,N,서울특별시 마포구 성산동,서울특별시,마포구,성산동,N,N,N,성산모텔,N,191915.52,451182.11
20161230.0,N,11000000239617,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,N,호텔 유리앤,N,205485.15,445790.25
20141201.0,N,11000000239678,Y,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,가나빌딩,Y,199012.38,451085.6
19590910.0,N,11000000240003,N,서울특별시 종로구 와룡동,서울특별시,종로구,와룡동,N,N,N,태양장여관,N,199154.42,453338.02
19590330.0,N,11000000240073,N,서울특별시 종로구 창신동,서울특별시,종로구,창신동,N,N,N,갑도자수,N,201063.62,452547.98
19551115.0,N,11000000240826,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,올스테이인(퇴계로159-8),N,199012.38,451085.6
19700101.0,N,11000000241083,N,서울특별시 종로구 장사동,서울특별시,종로구,장사동,N,N,Y,알게스트하우스 종묘점(장사동130-2건물),Y,199402.4,451881.2
20170529.0,N,11000000241390,Y,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,Y,N,N,서울앤호텔,N,201661.62,452470.77
20141203.0,N,11000000242155,Y,서울특별시 강남구 신사동,서울특별시,강남구,신사동,Y,N,N,신사케이타워A동,N,201943.53,446861.12
20241226.0,N,11000000242697,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,Y,숭인동217-6건물,Y,201661.62,452470.77
19691030.0,N,11000000243209,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,구:을지여인숙건물,N,200500.4,451437.98
19910118.0,N,11000000243881,N,서울특별시 서초구 서초동,서울특별시,서초구,서초동,N,N,N,라임하우스(이용기주택),N,201657.87,443098.69
20141224.0,N,11000000246279,N,서울특별시 강남구 개포동,서울특별시,강남구,개포동,Y,N,N,데님관광호텔,N,205010.68,442194.23
19651220.0,N,11000000248571,N,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,N,N,N,1965신촌inn,N,194443.93,450233.27
19600915.0,N,11000000248754,N,서울특별시 중구 다동,서울특별시,중구,다동,Y,N,N,스몰하우스빅도어(구.대한빌딩),N,198267.18,451734.42
20150120.0,N,11000000248794,Y,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,Y,N,N,이비스스타일명동호텔(충무로비즈니스호텔),N,199012.38,451085.6
20150205.0,N,11000000248975,Y,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,Y,N,N,스테이비호텔명동,N,199162.38,451154.8
20150319.0,N,11000000249857,Y,서울특별시 중구 을지로2가,서울특별시,중구,을지로2가,Y,N,N,트레블로지 명동을지로호텔(구.홀리데이인익스프레스),N,198517.18,451508.81
20150902.0,N,11000000249958,Y,서울특별시 강남구 논현동,서울특별시,강남구,논현동,Y,N,N,호텔 더 디자이너스 리즈강남프리미어,N,202596.32,445602.7
20191017.0,N,11000000250013,Y,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,Y,N,N,MOXY 관광호텔,N,198924.0,452252.01
20150327.0,N,11000000250017,Y,서울특별시 용산구 동자동,서울특별시,용산구,동자동,Y,N,N,트윈시티 남산(포포인츠),N,197491.15,449976.42
20150327.0,N,11000000250060,Y,서울특별시 용산구 문배동,서울특별시,용산구,문배동,Y,N,N,용산KCC웰츠타워(모던용산한옥),N,197226.32,448317.21
20171228.0,N,11000000250396,Y,서울특별시 강남구 신사동,서울특별시,강남구,신사동,Y,N,N,포포인츠 바이 쉐라톤 서울 강남,N,201943.53,446861.12
20150422.0,N,11000000250549,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,리치웰 호텔,N,202854.29,443685.08
20150511.0,N,11000000250596,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,크레토호텔(크레토명동),N,199012.38,451085.6
20161101.0,N,11000000250722,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,Y,그리드인 건물,Y,199087.59,451864.0
20160101.0,N,11000000250734,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,메이커스 호텔,N,198924.0,452252.01
20151008.0,N,11000000250900,Y,서울특별시 강남구 논현동,서울특별시,강남구,논현동,Y,N,N,호텔 카푸치노,N,202596.32,445602.7
20170523.0,N,11000000251098,N,서울특별시 강남구 개포동,서울특별시,강남구,개포동,N,N,Y,호텔컬리넌개포점,Y,205010.68,442194.23
20150609.0,N,11000000251127,Y,서울특별시 중구 광희동2가,서울특별시,중구,광희동2가,Y,N,N,더스프라지르소테츠호텔동대문점(구.헤리티지호텔),N,200673.2,451294.37
20150602.0,N,11000000251159,Y,서울특별시 서초구 서초동,서울특별시,서초구,서초동,Y,N,N,호텔페이토 강남,N,201657.87,443098.69
20171031.0,N,11000000251186,Y,서울특별시 강남구 대치동,서울특별시,강남구,대치동,Y,N,N,호텔글래드강남코엑스센터,N,204943.9,443450.24
20150626.0,N,11000000251505,N,서울특별시 마포구 도화동,서울특별시,마포구,도화동,Y,N,N,신라스테이마포(도화동 비지니스 호텔),N,195500.31,448811.64
20151007.0,N,11000000251636,Y,서울특별시 중구 북창동,서울특별시,중구,북창동,Y,N,N,더스프라지르소테츠호텔명동점(구.골든튤립엠호텔),N,197990.37,451104.82
20150717.0,N,11000000251693,Y,서울특별시 중구 명동2가,서울특별시,중구,명동2가,Y,N,Y,명동빌딩,Y,198625.18,451178.81
20151120.0,N,11000000251757,Y,서울특별시 종로구 당주동,서울특별시,종로구,당주동,Y,N,N,포시즌스호텔,N,197633.58,452142.83
19710330.0,N,11000000251931,Y,서울특별시 중구 소공동,서울특별시,중구,소공동,Y,N,N,크라운파크호텔더파크다이닝,N,198145.18,451291.22
20161129.0,N,11000000252280,Y,서울특별시 강남구 청담동,서울특별시,강남구,청담동,Y,N,N,호텔엔트라(S호텔),N,204282.36,446977.88
19591230.0,N,11000000252619,N,서울특별시 중구 남산동2가,서울특별시,중구,남산동2가,N,N,N,수 게스트하우스,N,198728.37,450682.8
20150727.0,N,11000000252662,N,서울특별시 중구 황학동,서울특별시,중구,황학동,N,N,Y,미르레지던스(지정욱건물),Y,201822.41,451690.76
20161110.0,N,11000000252747,N,서울특별시 용산구 이태원동,서울특별시,용산구,이태원동,N,N,N,에이원호텔(이태원동64-32건물),N,199181.54,448667.98
20180803.0,N,11000000252823,Y,서울특별시 강남구 논현동,서울특별시,강남구,논현동,Y,N,N,에이든청담호텔,N,202596.32,445602.7
20150805.0,N,11000000252837,Y,서울특별시 중구 쌍림동,서울특별시,중구,쌍림동,Y,N,N,호텔더디자이너스 동대문,N,200302.39,451249.58
20180710.0,N,11000000253091,Y,서울특별시 강남구 논현동,서울특별시,강남구,논현동,Y,N,N,파티오7,N,202596.32,445602.7
20150925.0,N,11000000253361,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,방배동923-10건물,N,199442.64,442357.92
20160905.0,N,11000000253406,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,디아티스트호텔(구.벨라루나호텔),N,202854.29,443685.08
20180220.0,N,11000000253496,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,오월호텔,N,202854.29,443685.08
20151110.0,N,11000000254579,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,NO25호텔(구:킹모텔),N,200500.4,451437.98
20151210.0,N,11000000255018,Y,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,Y,N,N,호텔롯데L7명동,N,199012.38,451085.6
20200102.0,N,11000000255163,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,N,신라스테이삼성,N,205485.15,445790.25
20171222.0,N,11000000255227,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,Hotel Senne,N,202854.29,443685.08
20160201.0,N,11000000255366,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,카파스호텔,N,202854.29,443685.08
20190129.0,N,11000000255452,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,N,호텔인나인,N,205485.15,445790.25
20171101.0,N,11000000255642,Y,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,Y,N,N,루미아Ⅱ(종로구 숭인동 관광호텔 ),N,201661.62,452470.77
20171204.0,N,11000000255666,Y,서울특별시 마포구 동교동,서울특별시,마포구,동교동,Y,N,N,롯데호텔 L7홍대,N,193061.52,450551.29
20190430.0,N,11000000255745,Y,서울특별시 종로구 원남동,서울특별시,종로구,원남동,Y,N,N,오라카이 대학로 호텔,N,199709.21,452580.8
20180424.0,N,11000000255750,Y,서울특별시 종로구 인사동,서울특별시,종로구,인사동,Y,N,N,도미 인 익스프레스(구.호텔쿠레다케소),N,198697.99,452157.21
20161226.0,N,11000000255865,Y,서울특별시 마포구 서교동,서울특별시,마포구,서교동,Y,N,N,"나인브릭호텔(구,라테라스)",N,192385.51,450317.3
20180725.0,N,11000000256274,Y,서울특별시 마포구 동교동,서울특별시,마포구,동교동,Y,N,N,(주)마포애경타운,N,193061.52,450551.29
